일련번호,관리번호,공원명,공원유형,시설명,소재지도로명주소,군구명,소재지지번주소,위도,경도,공원면적,주민운동시설,유희시설,편의시설,교양시설,기타시설,고시일,관리기관명,전화번호,X좌표,Y좌표,출처,비고
174,28245-00044,살나리공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 서운동 185-1,37.5363621,126.7462881,2053.5,"야외운동기구,배드민턴장","그네,조합놀이대,흔들놀이기구",,,,1999-03-13,인천광역시 계양구청,032-450-5663,177554.1956,548541.5621,인천광역시 계양구청,배드민턴장 추가
175,28245-00045,계산1호공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 계산동 944-20,37.5427935,126.7236878,1197.4,"야외운동기구,농구장",조합놀이대,,,,2004-05-17,인천광역시 계양구청,032-450-5663,175582.3418,549296.5394,인천광역시 계양구청,농구장 추가
176,28245-00046,들놀이공원,어린이공원,다목적운동장,,계양구,인천광역시 계양구 귤현동 248-1,37.5656003,126.751642,6285,"다목적운동장,야외운동기구","그네,조합놀이대,흔들놀이기구",화장실,,,2010-03-16,인천광역시 계양구청,032-450-5663,178062.4575,551799.9886,인천광역시 계양구청,
177,28245-00046,들놀이공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 귤현동 248-1,37.5656003,126.751642,6285,"다목적운동장,야외운동기구","그네,조합놀이대,흔들놀이기구",화장실,,,2010-03-16,인천광역시 계양구청,032-450-5663,178042.1951,551807.6623,인천광역시 계양구청,
178,28245-00047,소양공원,어린이공원,야외운동기구,인천광역시 계양구 박촌로 83(박촌동),계양구,인천광역시 계양구 박촌동 38외 7,37.558322,126.741783,2431,야외운동기구,조합놀이대,화장실,,,2017-01-16,인천광역시 계양구청,032-450-5663,177183.7807,551020.5442,인천광역시 계양구청,
179,28245-00006,계산공원,체육공원,농구장,인천광역시 계양구 주부토로570,계양구,인천광역시 계양구 계산동 907-1,37.544961,126.728714,22280,"인조잔디구장,게이트볼장,야외운동기구,농구장","그네,조합놀이대,흔들놀이기구",화장실,,,1994-01-08,인천광역시 계양구청,032-450-5663,176045.7299,549510.6608,인천광역시 계양구청,농구장 추가
180,28245-00015,이촌공원,근린공원,다목적구장,인천광역시 계양구 안남로606,계양구,인천광역시 계양구 효성동 산18,37.536417,126.712576,22810,"야외운동기구,다목적구장","그네,시소,조합놀이대",화장실,,,1944-01-08,인천광역시 계양구청,032-450-5663,174563.232,548611.856,인천광역시 계양구청,다목적구장 추가
181,28245-00017,효성공원,어린이공원,농구장,인천광역시 계양구 새벌로111번길7,계양구,인천광역시 계양구 효성동 223,37.526696,126.715615,10877,"인조잔디구장,야외운동기구,농구장","그네,조합놀이대",화장실,,,1990-12-28,인천광역시 계양구청,032-450-5663,174913.2199,547486.703,인천광역시 계양구청,농구장 추가
182,28245-00018,작전공원,어린이공원,배드민턴장,인천광역시 계양구 아나지로307번길1,계양구,인천광역시 계양구 작전동 414,37.526187,126.7256904,9427.1,"인조잔디구장,야외운동기구,배드민턴장,농구장","그네,조합놀이대",화장실,,,1990-12-28,인천광역시 계양구청,032-450-5663,175725.0717,547482.5137,인천광역시 계양구청,"배드민턴장,농구장 추가"
183,28245-00018,작전공원,어린이공원,농구장,인천광역시 계양구 아나지로307번길1,계양구,인천광역시 계양구 작전동 414,37.526187,126.7256904,9427.1,"인조잔디구장,야외운동기구,배드민턴장,농구장","그네,조합놀이대",화장실,,,1990-12-28,인천광역시 계양구청,032-450-5663,175743.0816,547395.5113,인천광역시 계양구청,"배드민턴장,농구장 추가"
184,28245-00027,초정공원,어린이공원,농구장,인천광역시 계양구 계양문화로154,계양구,인천광역시 계양구 용종동 213-1,37.540806,126.741487,2368.1,"야외운동기구,농구장","그네,조합놀이대",화장실,,,1992-12-28,인천광역시 계양구청,032-450-5663,177148.9211,549081.292,인천광역시 계양구청,농구장 추가
185,28245-00028,은행공원,어린이공원,농구장,인천광역시 계양구 오조산로76,계양구,인천광역시 계양구 계산동 1084-1,37.537515,126.739268,2500.6,야외운동기구,"그네,조합놀이대",화장실,,,1992-12-28,인천광역시 계양구청,032-450-5663,176947.3985,548677.9579,인천광역시 계양구청,농구장 추가
186,28245-00031,계산4공원,어린이공원,야외운동기구,,계양구,"인천광역시 계양구 계산동 1068-1,4",37.537844,126.733346,2143.4,야외운동기구,조합놀이대,,,,1999-03-13,인천광역시 계양구청,032-450-5663,176424.0328,548759.7977,인천광역시 계양구청,
187,28245-00032,샘터공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 귤현동 509-5,37.567871,126.7455197,1599.9,야외운동기구,조합놀이대,,,,1997-03-04,인천광역시 계양구청,032-450-5663,177501.0885,552080.0245,인천광역시 계양구청,
188,28245-00033,안골공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 귤현동 486-7,37.569731,126.746656,2089.8,"다목적운동장,야외운동기구","그네,시소,조합놀이대",,,,1997-03-04,인천광역시 계양구청,032-450-5663,177635.0287,552292.8789,인천광역시 계양구청,
189,28245-00035,동양택지1공원,어린이공원,농구장,,계양구,인천광역시 계양구 동양동 575-1,37.559121,126.753387,2368,"야외운동기구,농구장",조합놀이대,,,,1990-12-28,인천광역시 계양구청,032-450-5663,178213.1725,551096.1686,인천광역시 계양구청,농구장 추가
190,28245-00038,장기공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 장기동 124,37.6448435,126.6677151,1683.8,야외운동기구,"조합놀이대,흔들놀이기구",,,,1994-08-22,인천광역시 계양구청,032-450-5663,176257.766,553156.0992,인천광역시 계양구청,
191,28245-00038,장기공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 장기동 124,37.6448435,126.6677151,1683.8,야외운동기구,"조합놀이대,흔들놀이기구",,,,1994-08-22,인천광역시 계양구청,032-450-5663,176274.6022,553150.6304,인천광역시 계양구청,
192,28245-00038,장기공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 장기동 124,37.6448435,126.6677151,1683.8,야외운동기구,"조합놀이대,흔들놀이기구",,,,1994-08-22,인천광역시 계양구청,032-450-5663,176282.3227,553142.2017,인천광역시 계양구청,
193,28245-00039,중앙공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 장기동 136,37.577698,126.734243,2384.5,야외운동기구,"시소,조합놀이대",,,,1994-08-22,인천광역시 계양구청,032-450-5663,176540.6173,553177.9301,인천광역시 계양구청,
194,28245-00039,중앙공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 장기동 136,37.577698,126.734243,2384.5,야외운동기구,"시소,조합놀이대",,,,1994-08-22,인천광역시 계양구청,032-450-5663,176526.0623,553167.5301,인천광역시 계양구청,
195,28245-00040,장터공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 장기동 146,37.578318,126.736696,2202.8,야외운동기구,"조합놀이대,흔들놀이기구",,,,1994-08-22,인천광역시 계양구청,032-450-5663,176727.1925,553240.2547,인천광역시 계양구청,
196,28245-00040,장터공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 장기동 146,37.578318,126.736696,2202.8,야외운동기구,"조합놀이대,흔들놀이기구",,,,1994-08-22,인천광역시 계양구청,032-450-5663,176758.215,553229.9384,인천광역시 계양구청,
197,28245-00043,서녘공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 동양동 620-2,37.560928,126.7577572,1517.3,야외운동기구,"그네,조합놀이대",,,,1996-12-04,인천광역시 계양구청,032-450-5663,178609.7381,551302.4961,인천광역시 계양구청,
198,28245-00044,살나리공원,어린이공원,배드민턴장,,계양구,인천광역시 계양구 서운동 185-1,37.5363621,126.7462881,2053.5,"야외운동기구,배드민턴장","그네,조합놀이대,흔들놀이기구",,,,1999-03-13,인천광역시 계양구청,032-450-5663,177556.7546,548553.0893,인천광역시 계양구청,배드민턴장 추가
199,28245-00045,계산1호공원,어린이공원,농구장,,계양구,인천광역시 계양구 계산동 944-20,37.5427935,126.7236878,1197.4,"야외운동기구,농구장",조합놀이대,,,,2004-05-17,인천광역시 계양구청,032-450-5663,175587.066,549284.1775,인천광역시 계양구청,농구장 추가
200,28245-00046,들놀이공원,어린이공원,야외운동기구,,계양구,인천광역시 계양구 귤현동 248-1,37.5656003,126.751642,6285,"다목적운동장,야외운동기구","그네,조합놀이대,흔들놀이기구",화장실,,,2010-03-16,인천광역시 계양구청,032-450-5663,178077.5627,551816.4262,인천광역시 계양구청,
201,,건강공원,,테니스장,,부평구,인천광역시 부평구 삼산동 518,37.517365,126.749441,,"테니스장4면,야외운동기구7점",,화장실,야외무대1동,,,인천광역시 부평구청,,177835.6148,546443.2441,인천광역시 부평구청,
202,,구산공원,,농구장,,부평구,인천광역시 부평구 구산동 361,37.475737,126.748598,,"농구장1면,배드민턴장1면,야외운동기구4점",,,,,,인천광역시 부평구청,,177749.4087,541845.7876,인천광역시 부평구청,
203,,구산공원,,배드민턴장,,부평구,인천광역시 부평구 구산동 361,37.475737,126.748598,,"농구장1면,배드민턴장1면,야외운동기구4점",,,,,,인천광역시 부평구청,,177768.269,541839.9823,인천광역시 부평구청,족구장->배드민턴장 변경
204,,구산공원,,야외운동기구,,부평구,인천광역시 부평구 구산동 361,37.475737,126.748598,,"농구장1면,배드민턴장1면,야외운동기구4점",,,,,,인천광역시 부평구청,,177780.199,541836.34,인천광역시 부평구청,
205,,굴포공원,,배드민턴장,,부평구,인천광역시 부평구 갈산동 373-1,37.5091745,126.725073,,"배드민턴장2면,야외운동기구9점",,,,,,인천광역시 부평구청,,175726.0288,545556.7398,인천광역시 부평구청,
206,,대촌공원,,농구장,인천광역시 부평구 부흥로 430,부평구,인천광역시 부평구 부개동 502-16,37.4970731,126.740486,,"농구장1면,배드민턴장2면,야외운동기구10점",,,,,,인천광역시 부평구청,,177098.0268,544210.9474,인천광역시 부평구청,
207,,대촌공원,,배드민턴장,인천광역시 부평구 부흥로 430,부평구,인천광역시 부평구 부개동 502-16,37.4970731,126.740486,,"농구장1면,배드민턴장2면,야외운동기구10점",,,,,,인천광역시 부평구청,,176951.3719,544195.1345,인천광역시 부평구청,
208,,대촌공원,,야외운동기구,인천광역시 부평구 부흥로 430,부평구,인천광역시 부평구 부개동 502-16,37.4970731,126.740486,,"농구장1면,배드민턴장2면,야외운동기구10점",,,,,,인천광역시 부평구청,,177005.0084,544222.7345,인천광역시 부평구청,
209,,동소정공원,,농구장,,부평구,인천광역시 부평구 부개동 499-5,37.5016518,126.741239,,농구장1면,,,,,,인천광역시 부평구청,,177121.7024,544729.0818,인천광역시 부평구청,
210,,동심공원,,농구장,,부평구,인천광역시 부평구 삼산동 456-11,37.509501,126.741924,,"농구장1면,야외운동기구7점",,,,,,인천광역시 부평구청,,177186.3265,545605.5924,인천광역시 부평구청,
211,,동심공원,,야외운동기구,,부평구,인천광역시 부평구 삼산동 456-11,37.509501,126.741924,,"농구장1면,야외운동기구7점",,,,,,인천광역시 부평구청,,177182.118,545580.69,인천광역시 부평구청,
212,,뫼골공원,,농구장,,부평구,인천광역시 부평구 산곡동 56-3,37.5002612,126.7019,,"농구장1면,배드민턴장2면,야외운동기구7점",,,,,,인천광역시 부평구청,,173553.9709,546064.3969,인천광역시 부평구청,
213,,뫼골공원,,배드민턴장,,부평구,인천광역시 부평구 산곡동 56-3,37.5002612,126.7019,,"농구장1면,배드민턴장2면,야외운동기구7점",,,,,,인천광역시 부평구청,,173562.2268,546080.3682,인천광역시 부평구청,
214,,뫼골공원,,야외운동기구,,부평구,인천광역시 부평구 산곡동 56-3,37.5002612,126.7019,,"농구장1면,배드민턴장2면,야외운동기구7점",,,,,,인천광역시 부평구청,,173578.0863,546072.4802,인천광역시 부평구청,
215,,방촌공원,,농구장,인천광역시 부평구 부흥로 425,부평구,인천광역시 부평구 부개동 500-7,37.497978,126.738164,,"농구장1면,배드민턴장1면,야외운동기구4점",,,,,,인천광역시 부평구청,,176794.4714,544319.6832,인천광역시 부평구청,
216,,방촌공원,,야외운동기구,인천광역시 부평구 부흥로 425,부평구,인천광역시 부평구 부개동 500-7,37.497978,126.738164,,"농구장1면,배드민턴장1면,야외운동기구4점",,,,,,인천광역시 부평구청,,176858.2857,544304.7767,인천광역시 부평구청,
217,,백운공원,,족구장,,부평구,인천광역시 부평구 십정동 186-419,37.4822708,126.702899,,"축구장1면,족구장1면,게이트볼장2면,조깅트랙655m,야외운동기구11점",,,,,,인천광역시 부평구청,,173767.339,542542.1151,인천광역시 부평구청,
218,,백운공원 ,,축구장,,부평구,인천광역시 부평구 십정동 186-419,37.4822708,126.702899,,"축구장1면,족구장1면,게이트볼장2면,조깅트랙655m,야외운동기구11점",,,,,,인천광역시 부평구청,,173722.4711,542577.8732,인천광역시 부평구청,
219,,백운공원,,게이트볼장,인천광역시 부평구 아트센터로 168,부평구,인천광역시 부평구 십정동 186-408,37.4832193,126.703856,,"축구장1면,족구장1면,게이트볼장2면,조깅트랙655m,야외운동기구11점",,,,,,인천광역시 부평구청,,173821.2112,542722.3353,인천광역시 부평구청,
220,,복개천 ,,농구장,,부평구,인천광역시 부평구 갈산동 192,37.5161513,126.722559,,농구장1면,,,,,,인천광역시 부평구청,,175613.0148,546253.1598,인천광역시 부평구청,
221,,부개공원,,배드민턴장,인천광역시 부평구 길주로 708,부평구,인천광역시 부평구 부개동 497-2,37.5059935,126.740726,,"배드민턴장3면,야외운동기구4점",,,,,,인천광역시 부평구청,,177080.2692,545199.8722,인천광역시 부평구청,
222,,부개공원,,야외운동기구,인천광역시 부평구 길주로 708,부평구,인천광역시 부평구 부개동 497-2,37.5059935,126.740726,,"배드민턴장3면,야외운동기구4점",,,,,,인천광역시 부평구청,,177091.2582,545203.9536,인천광역시 부평구청,
223,,부들공원,,게이트볼장,,부평구,인천광역시 부평구 삼산동 541,37.5158415,126.749085,,"게이트볼장1면,야외운동기구3점",,,,,,인천광역시 부평구청,,177773.5456,546256.3122,인천광역시 부평구청,
224,,부들공원,,야외운동기구,,부평구,인천광역시 부평구 삼산동 541,37.5158415,126.749085,,"게이트볼장1면,야외운동기구3점",,,,,,인천광역시 부평구청,,177783.1977,546233.0715,인천광역시 부평구청,
225,,부이공원,,농구장,,부평구,인천광역시 부평구 부개동 514,37.4907467,126.739874,,"농구장1면,야외운동기구8점",,,,,,인천광역시 부평구청,,176946.2889,543503.3572,인천광역시 부평구청,
226,,부이공원,,야외운동기구,,부평구,인천광역시 부평구 부개동 514,37.4907467,126.739874,,"농구장1면,야외운동기구8점",,,,,,인천광역시 부평구청,,176983.3397,543504.1892,인천광역시 부평구청,
227,,부평공원,,농구장,,부평구,인천광역시 부평구 부평동 299,37.489553,126.714652,,"농구장1면,배드민턴장,게이트볼장1면,야외운동기구23점",,,,,,인천광역시 부평구청,,174807.1768,543348.6013,인천광역시 부평구청,
228,,부평공원,,배드민턴장,,부평구,인천광역시 부평구 부평동 299,37.489553,126.714652,,"농구장1면,배드민턴장,게이트볼장1면,야외운동기구23점",,,,,,인천광역시 부평구청,,174865.6842,543376.0153,인천광역시 부평구청,족구장->배드민턴장 변경
229,,부평공원,,게이트볼장,,부평구,인천광역시 부평구 부평동 299,37.489553,126.714652,,"농구장1면,배드민턴장,게이트볼장1면,야외운동기구23점",,,,,,인천광역시 부평구청,,174842.6982,543358.3184,인천광역시 부평구청,
230,,부평공원,,야외운동기구,,부평구,인천광역시 부평구 부평동 299,37.489553,126.714652,,"농구장1면,배드민턴장,게이트볼장1면,야외운동기구23점",,,,,,인천광역시 부평구청,,174852.7221,543384.6279,인천광역시 부평구청,
231,,부흥공원,,게이트볼장,인천광역시 부평구 부평문화로129번길 18-1,부평구,인천광역시 부평구 부평동 178,37.4950167,126.731514,,"게이트볼장1면,야외운동기구8점",,,,,,인천광역시 부평구청,,176233.4749,543985.6226,인천광역시 부평구청,
232,,부흥공원,,야외운동기구,인천광역시 부평구 부평문화로129번길 18-1,부평구,인천광역시 부평구 부평동 178,37.4950167,126.731514,,"게이트볼장1면,야외운동기구8점",,,,,,인천광역시 부평구청,,176274.1365,543984.3564,인천광역시 부평구청,
233,,분수공원,,인라인스케이트장,,부평구,인천광역시 부평구 삼산동 458-4,37.5075705,126.740834,,"인라인스케이트장1식,족구장1면,배드민턴장1면,야외운동기구11점",,,,,,인천광역시 부평구청,,177034.2483,545363.5645,인천광역시 부평구청,
234,,삼산게이트볼,,게이트볼장,인천광역시 부평구 후정동로 9,부평구,인천광역시 부평구 삼산동 197,37.5182937,126.737403,,게이트볼장1면,,,,,,인천광역시 부평구청,,176758.9296,546565.1603,인천광역시 부평구청,
235,,삼산유수지,,운동장,,부평구,인천광역시 부평구 삼산동 450-1,37.5144342,126.744079,,"운동장1면,농구장1면,족구장2면,배드민턴장2면,조깅트랙385m",,,야외무대1동,,,인천광역시 부평구청,,177308.3782,546130.6259,인천광역시 부평구청,
236,,삼산유수지,,농구장,,부평구,인천광역시 부평구 삼산동 450-1,37.5144342,126.744079,,"운동장1면,농구장1면,족구장2면,배드민턴장2면,조깅트랙385m",,,야외무대1동,,,인천광역시 부평구청,,177345.8995,546100.8383,인천광역시 부평구청,
237,,삼산유수지 ,,족구장,,부평구,인천광역시 부평구 삼산동 450-1,37.5144342,126.744079,,"운동장1면,농구장1면,족구장2면,배드민턴장2면,조깅트랙385m",,,야외무대1동,,,인천광역시 부평구청,,177361.7082,546136.203,인천광역시 부평구청,
238,,삼산유수지 ,,배드민턴장,,부평구,인천광역시 부평구 삼산동 450-1,37.5144342,126.744079,,"운동장1면,농구장1면,족구장2면,배드민턴장2면,조깅트랙385m",,,야외무대1동,,,인천광역시 부평구청,,177265.7749,546138.6575,인천광역시 부평구청,
239,,삼산유수지 ,,조깅트랙,,부평구,인천광역시 부평구 삼산동 450-1,37.5144342,126.744079,,"운동장1면,농구장1면,족구장2면,배드민턴장2면,조깅트랙385m",,,야외무대1동,,,인천광역시 부평구청,,177343.4741,546180.5724,인천광역시 부평구청,
240,,상꾸지공원,,야외운동기구,인천광역시 부평구 주부토로 211,부평구,인천광역시 부평구 갈산동 361-2,37.5139776,126.725428,,"게이트볼장1면,야외운동기구6점",,,,,,인천광역시 부평구청,,175717.6312,546074.2938,인천광역시 부평구청,
241,,새울공원,,배드민턴장,,부평구,인천광역시 부평구 부개동 499-3,37.5033803,126.740588,,배드민턴장1면,,,,,,인천광역시 부평구청,,177077.6112,544915.9102,인천광역시 부평구청,
242,,세영공원,,농구장,인천광역시 부평구 부개로 11,부평구,인천광역시 부평구 부개동 500-1,37.4993298,126.738318,,"농구장1면,배드민턴장2면,야외운동기구6점",,,,,,인천광역시 부평구청,,176741.5737,544479.6721,인천광역시 부평구청,
243,,세영공원,,배드민턴장,인천광역시 부평구 부개로 11,부평구,인천광역시 부평구 부개동 500-1,37.4993298,126.738318,,"농구장1면,배드민턴장2면,야외운동기구6점",,,,,,인천광역시 부평구청,,176718.9665,544484.3421,인천광역시 부평구청,
244,,세영공원,,야외운동기구,인천광역시 부평구 부개로 11,부평구,인천광역시 부평구 부개동 500-1,37.4993298,126.738318,,"농구장1면,배드민턴장2면,야외운동기구6점",,,,,,인천광역시 부평구청,,176767.2888,544535.7351,인천광역시 부평구청,
245,,신궁동공원,,농구장,,부평구,인천광역시 부평구 부개동 496-12,37.5045938,126.739283,,농구장1면,,,,,,인천광역시 부평구청,,176984.6991,545045.1538,인천광역시 부평구청,
246,,신트리공원,,농구장,인천광역시 부평구 신트리로 21,부평구,인천광역시 부평구 부평동 880,37.5065219,126.72351,,"농구장1면,배드민턴장4면,테니스장5면,축구장1면,족구장1면,조깅트랙350m,야외운동기구22점",,,,,,인천광역시 부평구청,,175818.8013,545318.1246,인천광역시 부평구청,
247,,신트리공원,,배드민턴장,인천광역시 부평구 신트리로 21,부평구,인천광역시 부평구 부평동 880,37.5065219,126.72351,,"농구장1면,배드민턴장4면,테니스장5면,축구장1면,족구장1면,조깅트랙350m,야외운동기구22점",,,,,,인천광역시 부평구청,,175868.2589,545295.3073,인천광역시 부평구청,
248,,신트리공원 ,,테니스장,인천광역시 부평구 신트리로 21,부평구,인천광역시 부평구 부평동 880,37.5065219,126.72351,,"농구장1면,배드민턴장4면,테니스장5면,축구장1면,족구장1면,조깅트랙350m,야외운동기구22점",,,,,,인천광역시 부평구청,,175830.7402,545292.4192,인천광역시 부평구청,
249,,신트리공원 ,,축구장,인천광역시 부평구 신트리로 21,부평구,인천광역시 부평구 부평동 880,37.5065219,126.72351,,"농구장1면,배드민턴장4면,테니스장5면,축구장1면,족구장1면,조깅트랙350m,야외운동기구22점",,,,,,인천광역시 부평구청,,175672.9074,545253.7032,인천광역시 부평구청,
250,,신트리공원 ,,야외운동기구,인천광역시 부평구 신트리로 21,부평구,인천광역시 부평구 부평동 891,37.50653,126.72696,,"농구장1면,배드민턴장4면,테니스장5면,축구장1면,족구장1면,조깅트랙350m,야외운동기구22점",,,,,,인천광역시 부평구청,,175826.586,545267.9317,인천광역시 부평구청,
251,,십정공원,,테니스장,,부평구,인천광역시 부평구 십정동 산37,37.479828,126.70604,,"테니스장3면,족구장2면",,화장실,,,,인천광역시 부평구청,,174000.0592,542325.2923,인천광역시 부평구청,
252,,십정공원,,족구장,,부평구,인천광역시 부평구 십정동 산37,37.479828,126.70604,,"테니스장3면,족구장2면",,화장실,,,,인천광역시 부평구청,,174024.5545,542280.8179,인천광역시 부평구청,
253,,십정체육공원,,테니스장,,부평구,인천광역시 부평구 십정동 101-2,37.4773973,126.699707,,"테니스장6면,농구장2면,게이트볼장2면",,,,,,인천광역시 부평구청,,172937.6226,542332.9945,인천광역시 부평구청,
254,,십정체육공원,,농구장,,부평구,인천광역시 부평구 십정동 101-2,37.4773973,126.699707,,"테니스장6면,농구장2면,게이트볼장2면",,,,,,인천광역시 부평구청,,172855.0684,542248.8969,인천광역시 부평구청,
255,,십정체육공원,,게이트볼장,,부평구,인천광역시 부평구 십정동 101-2,37.4773973,126.699707,,"테니스장6면,농구장2면,게이트볼장2면",,,,,,인천광역시 부평구청,,173011.6218,542263.496,인천광역시 부평구청,
256,,영성공원,,농구장,,부평구,인천광역시 부평구 삼산동 388-2,37.5214992,126.740525,,"농구장1면,배드민턴장2면,야외운동기구3점",,,,,,인천광역시 부평구청,,177065.1632,546893.8529,인천광역시 부평구청,
257,,원적산공원,,축구장,,부평구,인천광역시 부평구 청천동 산27-2,37.5129709,126.69012,,"축구장1면,농구장1면,족구장2면,배드민턴장4면",,,,,,인천광역시 부평구청,,172852.2231,545936.9774,인천광역시 부평구청,
258,,원적산공원,,농구장,,부평구,인천광역시 부평구 청천동 산27-2,37.5129709,126.69012,,"축구장1면,농구장1면,족구장2면,배드민턴장4면",,,,,,인천광역시 부평구청,,172767.2658,545914.9888,인천광역시 부평구청,
259,,원적산공원,,족구장,,부평구,인천광역시 부평구 청천동 산27-2,37.5129709,126.69012,,"축구장1면,농구장1면,족구장2면,배드민턴장4면",,,,,,인천광역시 부평구청,,172802.8446,545868.1485,인천광역시 부평구청,
260,,원적산공원,,배드민턴장,,부평구,인천광역시 부평구 청천동 산27-2,37.5129709,126.69012,,"축구장1면,농구장1면,족구장2면,배드민턴장4면",,,,,,인천광역시 부평구청,,172791.102,545886.349,인천광역시 부평구청,
261,,원적산체육공원,,농구장,,부평구,인천광역시 부평구 산곡동 179-140,37.507682,126.693535,,"농구장1면,배드민턴장2면,족구장2면,테니스장3면,야외운동기구24점",,화장실,,정자,,인천광역시 부평구청,,172959.2869,545386.1056,인천광역시 부평구청,
262,,원적산체육공원,,배드민턴장,,부평구,인천광역시 부평구 산곡동 179-140,37.507682,126.693535,,"농구장1면,배드민턴장2면,족구장2면,테니스장3면,야외운동기구24점",,화장실,,정자,,인천광역시 부평구청,,172950.0142,545372.9034,인천광역시 부평구청,
263,,원적산체육공원,,족구장,,부평구,인천광역시 부평구 산곡동 179-140,37.507682,126.693535,,"농구장1면,배드민턴장2면,족구장2면,테니스장3면,야외운동기구24점",,화장실,,정자,,인천광역시 부평구청,,172900.333,545469.9512,인천광역시 부평구청,
264,,원적산체육공원,,테니스장,,부평구,인천광역시 부평구 산곡동 179-140,37.507682,126.693535,,"농구장1면,배드민턴장2면,족구장2면,테니스장3면,야외운동기구24점",,화장실,,정자,,인천광역시 부평구청,,172868.1479,545437.8442,인천광역시 부평구청,
265,,원적산체육공원,,야외운동기구,,부평구,인천광역시 부평구 산곡동 179-140,37.507682,126.693535,,"농구장1면,배드민턴장2면,족구장2면,테니스장3면,야외운동기구24점",,화장실,,정자,,인천광역시 부평구청,,172956.9086,545420.3176,인천광역시 부평구청,
266,,자원재활용센터 ,,게이트볼장,인천광역시 부평구 수변로 175,부평구,인천광역시 부평구 부개동 499-7,37.5018906,126.743296,,게이트볼장1면,,,,,,인천광역시 부평구청,,177302.3223,544768.2086,인천광역시 부평구청,
267,,중부동공원,,농구장,인천광역시 부평구 부흥북로 102,부평구,인천광역시 부평구 부평동 104-10,37.5004172,126.733044,,"농구장1면,게이트볼장1면,야외운동기구9점",,,,,,인천광역시 부평구청,,176391.5245,544603.2112,인천광역시 부평구청,
268,,중부동공원,,게이트볼장,인천광역시 부평구 부흥북로 102,부평구,인천광역시 부평구 부평동 104-10,37.5004172,126.733044,,"농구장1면,게이트볼장1면,야외운동기구9점",,,,,,인천광역시 부평구청,,176408.8596,544578.5557,인천광역시 부평구청,
269,,중부동공원,,야외운동기구,인천광역시 부평구 부흥북로 102,부평구,인천광역시 부평구 부평동 104-10,37.5004172,126.733044,,"농구장1면,게이트볼장1면,야외운동기구9점",,,,,,인천광역시 부평구청,,176405.9583,544601.5675,인천광역시 부평구청,
270,,청운공원,,농구장,인천광역시 부평구 수변로 189,부평구,인천광역시 부평구 부개동 499-6,37.5021418,126.742786,,"농구장1면,배드민턴장1면,야외운동기구5점",,,,,,인천광역시 부평구청,,177262.8954,544811.0251,인천광역시 부평구청,
271,,청운공원,,야외운동기구,인천광역시 부평구 수변로 189,부평구,인천광역시 부평구 부개동 499-6,37.5021418,126.742786,,"농구장1면,배드민턴장1면,야외운동기구5점",,,,,,인천광역시 부평구청,,177279.9203,544763.6705,인천광역시 부평구청,
272,,후정공원,,농구장,인천광역시 부평구 영성서로 58,부평구,인천광역시 부평구 삼산동386,37.5235515,126.743742,,"농구장1면,배드민턴장1면,야외운동기구11점",,,,,,인천광역시 부평구청,,177402.953,547149.1903,인천광역시 부평구청,
273,,후정공원,,배드민턴장,인천광역시 부평구 영성서로 58,부평구,인천광역시 부평구 삼산동386,37.5235515,126.743742,,"농구장1면,배드민턴장1면,야외운동기구11점",,,,,,인천광역시 부평구청,,177481.8743,547150.4039,인천광역시 부평구청,
274,,희망공원,,게이트볼장,,부평구,인천광역시 부평구 부평동 산34-16,37.4838475,126.713792,,"게이트볼장1면,야외운동기구",,,,,,인천광역시 부평구청,,174584.4263,542603.8459,인천광역시 부평구청,
275,,희망공원,,야외운동기구,,부평구,인천광역시 부평구 부평동 산34-16,37.4838475,126.713792,,"게이트볼장1면,야외운동기구",,,,,,인천광역시 부평구청,,174554.9016,542643.6689,인천광역시 부평구청,
276,,희망체육공원,,배드민턴장,인천광역시 부평구 경인로 842,부평구,인천광역시 부평구 부평동 768-320,37.4828074,126.715854,,"배드민턴장2면,족구장1면,농구장1면,조깅트랙240m,게이트볼장1면,야외운동기구17점",,"화장실,음수대",,정자,,인천광역시 부평구청,,174860.8158,542641.1566,인천광역시 부평구청,
277,,희망체육공원,,족구장,인천광역시 부평구 경인로 842,부평구,인천광역시 부평구 부평동 768-320,37.4828074,126.715854,,"배드민턴장2면,족구장1면,농구장1면,조깅트랙240m,게이트볼장1면,야외운동기구17점",,"화장실,음수대",,정자,,인천광역시 부평구청,,174848.1271,542615.3338,인천광역시 부평구청,
