conts_id,conts_ttl,addr,daddr,map_lat,map_lot,telno,conts_sumry,hmpg_addr,crcd_psblty_info,rprs_menu_guid,chdcnr_yn,bsn_hr_guid,packng_psblty_info,parkng_fclt_cn,rsvt_guid,hldy_guid,trtmnt_menu_cn,pet_acmpny_psblty_info,reg_dt
APD23011410000896964,퍼플 스왈로우,인천광역시 중구 영종진로66번길 15,103호,37.499304912200,126.576206826300,,"퍼플 스왈로우는 인천 중구 영종도에 위치한 분위기 있는 카페이다. 상호명은 영종도의 옛 지명인 자주 빛 제비가 많은 섬 자연도에서 영감을 받았다. 특히 제비는 행운과 번영을 상징을 하고 있어 방문하시는 손님들에게 행운과 번영을 기원하는 의미를 담고 있다. 메뉴는 퍼플에이드, 아메리카노, 말차라떼, 퍼플티 등 다양한 커피와 음료 메뉴가 있다. 또한 제철 과일 케이크, 버터바, 황치즈 버터바 등 직접 매일 반죽하고 굽는 다양한 디저트들을 맛볼 수 있다.",,가능,제철 과일 케이크,0,- 목요일~일요일 10:00~19:00<br>- 수요일 12:00~19:00,없음,가능<br>요금 (무료),,매주 화요일,버터바 / 아메리카노 / 딸기콩포트라떼 / 퍼플에이드 / 퍼플티 등,,2025-10-03 08:30:08.637409000
APD22032410000674839,차덕분 영종도본점,인천광역시 중구 은하수로 12,,37.492405799800,126.581020466400,,"영종도 구읍뱃터 앞에 위치한 ''차덕분''은 차를 마시며 바다를 내려다볼 수 있는 특별한 찻집이다. 냉차, 잎차, 화차를 종류별로 판매 중이며, 앙버터모나카, 호두곶감말이, 가래떡구이, 호지차 실타래빙수 등 특색 있는 다과와 빙수도 마련되어 있어 차와 함께 즐길 수 있다. 메뉴를 주문하면 직원이 직접 정갈하게 차려진 상을 가져다주며, 원한다면 차 마시는 방법도 설명해 준다. 테이블석과 좌식으로 구성되어 있어 기호에 맞게 좌석을 선택할 수 있다. 그 외에도 매장 내에 찻잔, 주전자 등 차와 관련된 물품도 전시되어 있으며 구매가 가능하다. 오전 11시 이전에 방문하면 엄선된 오늘의 아침차와 오늘의 다과를 할인된 가격에 구매할 수 있다.",https://www.instagram.com/thanks_to_tea/,,월광백(냉차),0,- 평일 09:30~20:00<br>- 주말 09:30~21:00,,가능,,,애기설국(화차) / 경주 홍암차(잎차) / 쑥차라떼 / 앙버터모나카 / 호두곶감말이 등,,2025-10-03 08:30:08.637409000
ITD22010411235730850,소금빛풍천장어구이,인천 부평구 길주로547번길 5,,37.507807319576,126.723123082188,0325139995,,,,장어구이, ,11:00~23:00<br><br>브레이크 타임 없음,가능,있음(약 13대)/무료,,연중무휴,,불가,2025-10-03 08:30:08.637409000
ITD22010411293182507,오아라쭈꾸미 구월점,인천 남동구 구월로 247,,37.456244239336,126.718041197565,0324693020,,,,쭈꾸미세트, ,10:00~22:00<br><br>브레이크 타임 없음,가능,있음(약 5대)/무료,,연중무휴,,불가,2025-10-03 08:30:08.637409000
ITD22010413094931060,완도바다,인천 남동구 담방로48번길 24,2층,37.443830086358,126.740244619101,0324654656,,,,활어회, ,12:00~23:00<br><br>브레이크 타임 없음,가능,있음(약 3대)/무료,,명절 당일 휴무,,불가,2025-10-03 08:30:08.637409000
ITD22010413343536915,우렁각시,인천 남동구 문화서로4번길 61-16,,37.445232892967,126.698580611232,0324249325,,,,"쌈밥정식, 홍어삼합, 보쌈", ,11:00~22:00 <br><br>토요일 11:00~15:00<br><br>브레이크 타임 없음,가능,있음(약 2대)/무료,,매주 일요일 휴무,,불가,2025-10-03 08:30:08.637409000
ITD22010413453387406,우리네코다리,인천 연수구 하모니로36번길 17,,37.392377062859,126.649904134357,0328349098,,,,코다리정식, ,10:40~21:00<br><br>브레이크 타임 없음,가능 (일부 메뉴만 포장 가능),있음(약 10대)/무료,,연중무휴,,불가,2025-10-03 08:30:08.637409000
ITD22010413573748767,원조먹거리식당,인천 중구 연안부두로 16,,37.456568332718,126.603583401783,0328824656,,,,"벤뎅이무침, 대구탕, 병어조림, 물메기탕", ,09:00~21:00 라스트 오더 20:00<br><br>브레이크 타임 없음,가능,있음(연안주차장)/유료,,연중무휴,,불가,2025-10-03 08:30:08.637409000
ITD22010414052039928,이작아일랜드 맛집,인천 옹진군 자월면 대이작로 430,,37.159197874772,126.280282154619,0328588899,,http://www.ijakisland.com/theme/redcong7/enjoy.php?cate=6,,"자연산회, 매운탕, 꽃게탕, 우럭건탕", ,9:00~19:00<br><br>브레이크 타임 14:00~16:00,가능,있음/무료,,연중무휴,,불가,2025-10-03 08:30:08.637409000
ITD22010414215368089,이화찹쌀순대,인천 남동구 장승로 88,,37.446232043824,126.742651529152,0324673050,,,,"순댓국, 모둠수육, 찹쌀순대", ,평일 10:00~21:30<br><br>공휴일 08:00~21:30,가능,"있음(약30대)/공용주차장, 무료",,연중무휴,,불가,2025-10-03 08:30:08.637409000
ITD22010414310616536,인현통닭삼계탕,인천 중구 참외전로 134,,37.474444331051,126.631777617474,0327728487,,,,"삼계탕, 전기구이통닭", ,11:00~21:00<br><br>브레이크 타임 있음 15:00~16:30,가능 (방문 포장만 가능함),"있음 (공영주차장)/무료(1시간 무료), 유료",,매주 월요일 휴무,,불가,2025-10-03 08:30:08.637409000
ITD22010414400970198,조가네소한마리 주안본점,인천 미추홀구 주안로 107,,37.464277581688,126.681725656173,0324217743,,,,소한마리, ,00:00~24:00<br><br>브레이크 타임 없음,가능,있음(약 30대)/무료 (B1층),,연중무휴,,불가,2025-10-03 08:30:08.637409000
ITD22010414595997614,쭈돈나라,인천 미추홀구 독배로 462,,37.460378121197,126.647657372925,0328887136,,,,쭈삼철판볶음, ,11:00~23:00<br><br>브레이크 타임 없음,가능,있음/무료,,"매월 첫 주, 셋째 주 일요일",,불가,2025-10-03 08:30:08.637409000
ITD22010415192544979,채선당플러스,인천 서구 서곶로 277,,37.542296075614,126.676392366431,0325627577,,https://www.chaesundang.co.kr/,,스페셜 소고기 샤브, ,11:30~21:30 <br><br>브레이크 타임 있음 (평일)15:30~17:30,가능 (일부 메뉴만 가능),있음/무료,,연중무휴,,불가,2025-10-03 08:30:08.637409000
ITD22010415350397147,청실홍실 주안직영점,인천 미추홀구 미추홀대로 697,,37.459653428867,126.679825129701,050714065868,,,,"메밀국수, 통만두", ,11:20~20:30<br><br>브레이크 타임 없음,가능,"있음(약 40대) 주안 주차장 / 무료,유료 (19,000원 이상 식사 시 무료)",,매주 화요일 휴무,,불가,2025-10-03 08:30:08.637409000
ITD22010415460505831,청해복물텀벙,인천 동구 수문통로 5-1,,37.477352489794,126.631599419264,0327724613,,,,"아구찜, 아구탕", ,11:00~21:00<br><br>브레이크 타임 없음,가능,있음(공영주차장)/무료,,"매월 첫 주, 셋째 주 수요일",,불가,2025-10-03 08:30:08.637409000
ITD22010416052083948,춘향골남원추어탕,인천 연수구 대암로22번길 11,,37.417672027532,126.652566833174,0328348336,,,,추어탕, ,11:00~23:00<br><br>브레이크 타임 없음,가능,있음(약 8대)/무료,,연중무휴,,불가,2025-10-03 08:30:08.637409000
ITD22010416163161885,하림한정식,인천 미추홀구 주안서로 51,,37.463344773683,126.677540120816,0328683700,,,,한정식, ,10:00~22:00 라스트 오더 20:00<br><br>브레이크 타임 없음,가능,있음(약 15대)/무료,,매주 일요일 휴무,,불가,2025-10-03 08:30:08.637409000
ITD22010416270587671,충남서산꽃게탕,인천 연수구 대암로22번길 11,,37.417672027532,126.652566833174,0328317339,,,,"꽃게탕, 꽃게찜", ,10:00~21:00<br><br>브레이크 타임 없음,가능,있음(약 8대)/무료,,설날 당일,,불가,2025-10-03 08:30:08.637409000
ITD22010416354977019,해촌,인천 서구 서곶로315번길 13,,37.545637089433,126.675255283507,050713642288,,,,"쭈꾸미(봄), 민어탕(여름), 물메기탕(겨울)", ,10:00~22:00<br><br>브레이크 타임 없음,가능,"있음(서구청 공영 주차장)/무료,유료 ( 1시간 무료)",,매주 일요일 휴무,,불가,2025-10-03 08:30:08.637409000
ITD22010416454804492,향계,인천 남동구 인주대로 664,,37.449169968777,126.710812562629,0324212101,,,,"닭·오리백숙, 누룽지백숙", ,10:00~22:00,가능,있음(약 30대)/무료,,명절 당일 휴무,,불가,2025-10-03 08:30:08.637409000
ITD22010417235126862,도도해꽃게아구전문점,인천 남동구 백범로 159,,37.456610556664,126.730105689786,0324629598,,,,"아구찜, 해물찜", ,11:00~22:00 라스트 오더 21:00 <br><br>브레이크 타임 없음,가능,있음(약 20대)/무료,,명절 기간 휴무,,불가,2025-10-03 08:30:08.637409000
ITD22010417375504418,머노까머나 송도점,인천 연수구 해돋이로 107,G동 1층,37.392541290923,126.647680281255,0328338850,,,,"버터치킨커리, 치킨마살라", ,10:30~22:30 라스트 오더 22:00<br><br>브레이크 타임 없음,가능,있음(B1층)/무료,,연중무휴,,불가,2025-10-03 08:30:08.637409000
ITD22010417493472875,머노까머나 트리플스트리트2호점,인천 연수구 송도과학로16번길 33-3,C동 지하 104호,37.379817824170,126.661250200464,050713769592,,,,"탄두리치킨, 커리, 난, 라씨", ,10:30~22:00 라스트 오더 21:00<br><br>브레이크 타임 15:00~16:00,가능,있음(B2~B3층)/무료,,연중무휴,,"가능( 단, 케이지와 개목줄 착용, 배설물 처리를 위한 비닐봉지 등을 구비한 이용객에 한하여 허용)",2025-10-03 08:30:08.637409000
ITD22010713125858710,샹차이,인천 연수구 아트센터대로 107,커낼워크D3 가을동 2층,37.400947999816,126.638616567940,0328311477,,,,"찹쌀탕수육, 칠리새우, 유산슬", ,11:30~21:00 라스트 오더 (월~토)20:30 (일)20:20<br><br>브레이크 타임 없음,가능,있음(B1~2층)/무료,,설·추석 당일,,"가능( 단, 케이지와 개목줄 착용, 배설물 처리를 위한 비닐봉지 등을 구비한 이용객에 한하여 허용)",2025-10-03 08:30:08.637409000
ITD22010713261257608,몽순이해물탕,인천 부평구 장제로340번길 10,1층,37.515751964905,126.732893395798,0323303358,,,,"해물탕, 해물찜, 아귀찜", ,10:00~22:30<br><br>브레이크 타임 없음,가능,있음(약 6대)/무료,,연중무휴,,불가,2025-10-03 08:30:08.637409000
ITD22010713370147324,문경주의매콤코다리,인천 서구 장고개로 377,,37.495323810060,126.689962366436,0325711007,,,,매콤코다리조림, ,11:00~22:00<br><br>브레이크 타임 없음,가능,,,"매주 목요일, 명절 당일 휴무",,불가,2025-10-03 08:30:08.637409000
ITD22010713452667191,백령면옥,인천 미추홀구 석정로 226,,37.467923684682,126.660425295518,0328818489,,,,"물냉면, 반냉면, 수육, 빈대떡", ,11:00~21:00 라스트 오더 20:50 <br><br>브레이크 타임 15:30~16:30,가능,있음(약 15대)/무료,,명절 기간 휴무,,불가,2025-10-03 08:30:08.637409000
ITD22010713540646868,변사또남원추어탕,인천 부평구 마장로 186-1,,37.494774619918,126.703535074490,0325277533,,,,"추어탕, 추어튀김, 삼계탕", ,10:00~22:00<br><br>브레이크 타임 없음,가능,있음(약 3대)/무료,,명절 당일 휴무,,불가,2025-10-03 08:30:08.637409000
ITD22010714015387546,가자미새꼬시회곰치해장국,인천 계양구 계산새로87번길 6,,37.538504164444,126.738114799204,0325431222,,,,"곰치국, 물회", ,11:00~21:00<br><br>브레이크 타임 없음,가능,있음(약 10대)/무료,,명절 당일 휴무,,불가,2025-10-03 08:30:08.637409000
ITD22010714115240692,용동칼국수,인천 미추홀구 경인로325번길 22-24,,37.459642568954,126.677290063142,0328649396,,,,손칼국수, ,11:00~16:00 라스트 오더 15:30<br><br>브레이크 타임 없음,가능,,,매주 월요일 휴무,,불가,2025-10-03 08:30:08.637409000
ITD22010714233972043,육정담고기플러스,인천 부평구 세월천로 34,107호,37.513261812583,126.705614771280,0325173200,,,,소갈비살, ,11:00~23:00<br><br>브레이크 타임 없음,가능,"있음(지상,지하 주차장)/무료",,,,불가,2025-10-03 08:30:08.637409000
ITD22010714343897028,숭의가든,인천 미추홀구 경인로88번길 10,,37.465393791758,126.652139035536,0328875555,,,,"소갈비, 불고기, 돼지갈비", ,10:00~21:00 라스트 오더 20:30<br><br>브레이크 타임 없음,가능,있음(약 50대)/무료,,연중무휴,,불가,2025-10-03 08:30:08.637409000
ITD22010714473142880,진천토종순대,인천 서구 신진말로 37,,37.493336217432,126.679703111122,0325740798,,,,순댓국, ,10:00~22:00<br><br>브레이크 타임 없음,가능,있음(약 6대)/무료,,명절 기간 휴무,,불가,2025-10-03 08:30:08.637409000
ITD22010714542018001,착한쭝식,인천 부평구 마장로 186-1,,37.494774619918,126.703535074490,0323616700,,,,"짜장면, 짬뽕, 탕수육", ,11:00~22:00<br><br>브레이크 타임 없음,가능,있음(약 12대)/무료,,연중무휴,,불가,2025-10-03 08:30:08.637409000
ITD22010715024554769,참이맛감자탕 인천본점,인천 미추홀구 아암대로 97,,37.453193467247,126.633172039898,0322561005,,http://www.chamimat.co.kr/,,"감자탕, 뼈해장국", ,00:00~24:00<br><br>브레이크 타임 없음,가능,있음(약 8대)/무료,,연중무휴,,"가능( 단, 케이지와 개목줄 착용, 배설물 처리를 위한 비닐봉지 등을 구비한 이용객에 한하여 허용)",2025-10-03 08:30:08.637409000
ITD22010715134219380,인브스키친,인천 부평구 부평대로 39-6,,37.495076543497,126.722218164855,0322133027,,https://www.instagram.com/inbs.kitchen/,,"파스타, 화덕피자, 스테이크", ,11:30~22:00 라스트오더 21:00<br><br>브레이크 타임 15:00~17:00,가능,,,연중무휴,,불가,2025-10-03 08:30:08.637409000
APD22012710000725032,마리데키친,인천광역시 동구  금곡로 (8-1),,37.472509090700,126.636529841200,,멕시코 현지인이 만들어주는 멕시코 현지의 소박한 맛을 느낄 수 있다.,,가능,타코 데 카르니타스,0,11:30 ~ 21:00,,,,매주 월요일,타코 데 카르니타스 /  엔칠라다 / 또스타다 외,,2025-10-03 08:30:08.637409000
APD22030510000793146,멜란지베이커리,인천광역시 서구 완정로92번길 26 검단아이파크 상가,,37.601136301700,126.665101424700,,"매일 아침 유기농 밀가루와 천연 통밀 발효종, 비정제원당 등 좋은 재로로 직접 반죽하여 만든다. 적절한 발효과정을 통해 만들어서 속이 쓰리지 않고 편안한 당일에 만든 빵만 판매한다.<br>케이크 종류는 모두 동물성 100%우유 생크림만을 사용한다.<br>캐릭터 케이크, 레터링케이크도 주문 가능하니 인스타그램과 블로그를 참고바란다.",,,"무색소 마카롱, 몽블랑 페스츄리",0,09:00-21:00,,,"<a href=""https://instagram.com/_melange.co"" target=""_blank"" title=""새창 : 멜란지베이커리"">https://instagram.com/_melange.co</a>",매주 월요일,,,2025-10-03 08:30:08.637409000
ITD22041810075780386,신기시장 식품위생우수업소,인천 미추홀구 인하로 272번길 24,,37.447032000000,126.677890000000,,,,,, ,09:00~22:00(매장마다 다를수 있음),,"있음,유료",,,,불가,2025-10-03 08:30:08.637409000
ITD22041913281688024,모래내시장 식품위생우수업소,인천시 남동구 호구포로 800번길 28,,37.453613000000,126.720848000000,,,,,, ,10:00~22:00 (매장마다 다를수 있음),,"있음,유료",,"설,추석 당일",,,2025-10-03 08:30:08.637409000
ITD22041914141627028,부평종합시장 식품위생우수업소,인천 부평구 부흥로 316번길 38-3,,37.496399000000,126.726532000000,,,,,, ,08:00~21:00 (매장마다 다를수 있음),,"있음,유료",,,,불가,2025-10-03 08:30:08.637409000
ITD21122914364996628,상차이,인천 서구 청라라임로 85,린스트라우스 C동 2층 211호,37.534663937843,126.652614505895,0325733388,,,,, ,매일 11:00~21:00 / 브레이크 타임 15:00~17:00,,있음(유료-식사 시 무료),,명절 당일 휴무,,,2025-10-03 08:30:08.637409000
ITD21121513232783083,선수밴댕이마을,인천광역시 강화군 화도면 해안남로,,37.591427264833,126.460678024231,,,,,, ,,,,,점포마다 다름,,,2025-10-03 08:30:08.637409000
ITD21122713353231539,검단먹거리타운(음식문화시범거리),인천광역시 서구 검단로,,37.600614365772,126.653722813102,,,,,, ,,,,,점포마다 다름,,,2025-10-03 08:30:08.637409000
ITD21122713421371613,계양맛길(음식문화시범거리),인천광역시 계양구 계양문화로,,37.538659790480,126.736828557917,,,,,, ,,,,,점포마다 다름,,,2025-10-03 08:30:08.637409000
ITD21122713543978315,구월동로데오음식문화거리,인천광역시 남동구 인하로,,37.442758968817,126.710357200833,,,,,, ,,,,,점포마다 다름,,,2025-10-03 08:30:08.637409000
ITD21122713595713165,굴포먹거리타운,인천 부평구 갈산동,,37.508590200000,126.728115900000,,,,,, ,,,,,점포마다 다름,,,2025-10-03 08:30:08.637409000
ITD21122714075784829,강화 더리미 장어마을,인천광역시 강화군 선원면 더리미길,,37.722571412807,126.510140732413,,,,,, ,,,,,점포마다 다름,,,2025-10-03 08:30:08.637409000
ITD21122714110612623,동인천삼치거리,인천광역시 중구 우현로,,37.471494913158,126.628417549000,,,,,, ,,,,,점포마다 다름,,,2025-10-03 08:30:08.637409000
APD22031610000711275,더 비기닝,인천광역시 중구 개항로 81 처갓집통닭,,37.472009059800,126.631466428100,,"The beginning은 비건만을 위한 식당이 아닌, 채식을 즐겨하지 않으시는 일반인분에게 책시에 대한 ''첫''추억을 드리고자 시작하게 되었다.<br>레스토랑 방문하신 후에도 채식에 관한 관심이 이어지길 바란다.",,,"칠리가지, 두유버섯크림파스타",0,11:30 - 21:00 (브레이크 타임 15:00 - 17:30),,,,매주 월요일,,,2025-10-03 08:30:08.637409000
APD22021910000813964,그린파크식당,인천광역시 옹진군 백령로297번길 16 그린파크,,37.971190358000,124.715160118700,,그린파크식당은 백령도의 간판 없는 냉면집으로 알려진 음식점이다. 대표 메뉴는 냉면으로 물냉면과 비빔냉면은 합쳐놓은 반냉면이 인기 메뉴이며 독특한 맛을 느낄 수 있다. 여러 매체에 소개된 현지인 맛집으로 유명하다.,,,반냉면,0,전화문의,,,,전화문의,반냉면 / 물냉면 / 비빔냉면 / 수육 등,,2025-10-03 08:30:08.637409000
APD22030110000619557,휄리스,인천광역시 중구 홍예문로 56,,37.475055839400,126.626464022400,,"휄리스(Feliz)는 스페인어로 ‘행복한, 즐거운, 축복받는’ 이란 뜻을 갖고 있다. 모두가 행복한 공간이 되기를 지향하는 스페인 음식 전문점이다. 50여 종의 와인과 신선한 재료로 손수 만든 음식을 제공하고 있다. 대표 메뉴로는 이베리코 뼈등심 스테크, 감바스알 아히요, 꿀대구, 스페인 정통 문어 스테이크가 있으며, 이 외에 다양한 타파스와 빠에야, 스테이크 메뉴를 맛볼 수 있다. 매장 상황에 따라 영업시간이 변동될 수 있으므로 방문 전 사전 확인을 하는 것이 좋다.",http://instagram.com/feliz_incheon,가능,이베리코 뼈등심 스테이크,0,- 평일 17:00~02:00<br>- 주말 및 공휴일 12:00~24:00 (브레이크타임 13:00~15:00),가능,,,매주 월요일,감바스알 아히요 / 꿀대구 / 정통 스페인 문어 스테이크 / 샹그리아 외,,2025-10-03 08:30:08.637409000
APD22030110000613220,너그우리,인천광역시 강화군 선원사지로 155,,37.721130494200,126.498829950700,,"오션뷰, 시티뷰가 아닌 논 뷰를 가진 카페 너그우리는 커다란 유리로 된 통창으로 들어오는 따사로운 햇빛을 맞으며 편안한 의자에서 일광욕을 할 수 있는 카페이다. 건물 1층에서는 수제 뜨개질 소품들을 구경 및 구입할 수 있고, 2층에는 쉴 수 있는 안락한 휴식 의자가 있다. 음료 주문 시 가져다주시는 작은 종이에 소원을 적는 경험도 할 수 있다.",,가능,딸기라떼,0,10:00~19:00,가능,,,매주 월요일,딸기라떼 / 흑떡흑떡라떼 / 아메리카노 등,,2025-10-03 08:30:08.637409000
APD22042210000735562,스테이바이,인천광역시 계양구 다남로143번길 11,,37.570235383000,126.723833036300,,"스테이바이는 인천 아라뱃길 쪽에 위치한 크로플이 맛집인 카페로, 직접 만든 바스크 케이크 맛집으로 유명하다.  빨간 벽돌로 된 2층 건물의 외관이 눈길을 사로잡으며, 입구부터 고급스러운 인테리어와 쾌적하고 편안한 분위기의 공간이 돋보인다. 또한, 레드 포인트로 포토존이 만들어져 있어 사진을 찍기에도 좋다.",https://www.instagram.com/cafe_stay_by/,가능,스테이바이크로플,0,평일 12:00~18:00 (라스트오더 17:30)<br>주말 11:00~19:00 (라스트오더 18:30),,주차가능,,매주 목요일,스테이바이크로플 / 인절미크림라떼 / 넛츠아포카토 / 사과잼 크로플 외,,2025-10-03 08:30:08.637409000
APD22020910000732297,파운드 바베큐,인천광역시 서구  원적로 (1),,37.487208144100,126.679661608200,,파운드 바비큐는 인천광역시 서구 가좌동에 위치한 아메리칸 BBQ 스타일의 고깃집이다. 이곳의 파운드 바비큐는 직접 설계한 off-set 스모커를 사용하여 낮은 온도로 장시간 훈연하여 고기를 굽는 정통 미국식 바비큐를 즐길 수 있다. 곁들일 수제맥주나 버번위스키 등을 판매한다.,,가능,비프립 / 브리스킷,0,13:00~21:30 (라스트오더 21:00),가능,,,매주 화요일,비프립 / 브리스킷 / 플드포크 / 바베큐치킨 / 미트스파케티 등,,2025-10-03 08:30:08.637409000
APD22032210000755322,아키노주방,인천광역시 연수구 하모니로 158 송도타임스페이스,,37.383144582000,126.642756749200,,송도동 프리미엄 일식 아키노주방에서는 코스 메뉴와 다양한 단품 요리들을 맛볼 수 있다. 시그니처 메뉴는 치라시동으로 매일 공수한 여러 종류의 신선한 생선으로 만든 덮밥이다. 룸이 있어 상견례 및 모임 장소로도 많이 찾는다.,,,치라시동,0,11:30~22:00 (브레이크타임 15:00~17:00),,,,연중무휴,치라시동 / 나가사키 짬뽕 나베 / 사시미정식 / 스시정식 / 코스요리 등,,2025-10-03 08:30:08.637409000
APD22022410000595903,지중해식당,인천광역시 강화군 삼산남로 438,,37.666837021600,126.351850486300,,지중해식당은 인천 강화군 삼산면에 위치한 음식점이다. 가게 안 수족관에 문어 등 각종 조개류와 해산물류를 보관하여 신선한 재료들로 요리한다. 대표 메뉴는 지중해 문어 오일찜이며 이 외에도 해산물을 이용한 다양한 시푸드가 있다. 인테리어도 이름에 걸맞게 이국적이다.,,,지중해 문어오일찜,0,11:30~20:00 (브레이크타임 15:00~17:00),,,,"매주 화요일, 수요일",지중해 문어오일찜 / 슈바인학센 / 대파페파로니피자 / 붉은대게살크림파스타 등,,2025-10-03 08:30:08.637409000
APD22072110000654455,두툼당,인천광역시 남동구 인주대로591번길 55 건영프라자,,37.452745889900,126.702727130700,,"두툼당은 특수 제작된 주물 불판에서부터 대나무 참숯을 기본으로 제주 흑돼지의 특수 부위를 정성스럽게 그릴링 한다. 제주산 생고기의 프렌치렉, 숄더렉, 꽃가브리살, 뽈항정살, 삼겹살 외에 고급 블랙앵거스 소갈비 ''우대갈비'' 등이 있다. 평소에는 보지 못했을 고기들이 준비되어 있어 색다른 맛을 느낄 수 있다.",,,돈플래터,0,16:00~23:00 (라스트오더 22:00),,,,연중무휴,돈플래터 / 프렌치렉 시그니쳐 / 숄더렉 시그니쳐 / 우대갈비 외,,2025-10-03 08:30:08.637409000
APD22032310000720455,쌍둥이네 해물식당,인천광역시 연수구 솔밭로70번길 7,,37.415560508400,126.656751798800,,"쌍둥이네 해물식당은 인천광역시 연수구에 위치한 해물요리 전문점이다. 이곳은 매일 연안부두에서 공수해 오는 신선한 해물을 직접 선별해서 요리하여 믿고 방문할 수 있다. 매장은 넓은 편으로 단체 회식이나 모임 장소로 좋은 곳이다. 대표 메뉴는 꼬막비빔밥, 전복해물탕, 갑오징어볶음 등 대부분에 음식들을 생물로 요리해서 깊은 맛을 느낄 수 있다.",http://naver.me/FbuwEkEu,,전복해물탕,0,11:00~22:00,가능,가능,,연중무휴,전복해물탕 / 갑오징어물회 / 갑오징어숙회 등,,2025-10-03 08:30:08.637409000
APD24010910001986622,드림나주곰탕,인천광역시 서구 봉수대로 1180,,37.581880164100,126.662574416600,,드림나주곰탕은 드림파크 골프장 인근에 있는 맛집이다. 골프장과 가까워서 그런지 새벽 5시에 오픈해서 밤 9시까지 영업한다. 아침 9시 이전에 곰탕을 주문하는 경우 10% 정도 가격 할인이 된다. 곰탕 전문점인 만큼 주문하면 빨리 나온다. 대표메뉴는 나주곰탕이고 나주곰탕은 한우의 사태와 양지를 가마솥에 오래 끓여서 낸다. 국물이 맑고 담백하다는 평가다. 식당 인근에 드림파크 야생화단지가 있어 함께 둘러보기 좋다.<br>※ 반려동물 동반 불가,,가능,나주곰탕,0,05:00~21:30,가능,가능<br>요금(무료),전화 예약,연중무휴,나주곰탕 / 수육 / 수육곰탕 / 어린이곰탕 외,,2025-10-03 08:30:08.637409000
APD22021910000808148,강화꽃게집,인천광역시 강화군 중앙로 1222,,37.704466608900,126.388521081200,,아름다운 외포리에 위치한 강화꽃게집은 직접 지은 농산물로 밥과 찬을 만든다. 검정콩을 직접 갈아 만든 손두부와 직접 쑨 고구마묵은 사철 제공되며 그 외에도 제철에 나는 해산물 등을 상에 올리고 있다.,,,꽃게탕,0,10:00 ~ 20:00,,,,매주 화요일,꽃게탕 / 꽃게찜 / 간장게장 / 벤뎅이무침,,2025-10-03 08:30:08.637409000
APD22031710062498999,오후의 레시피,인천광역시 남동구 인주대로623번길 11 에스파스,,37.450407332700,126.706096332800,,"저렴한 가격에 높은 품질의 음식을 맛볼 수 있다. 오후의레시피는 파스타, 스테이크, 와인, 주류 등을 판매한다. 따뜻한 공간에서 소중한 사람과 즐거운 시간을 보낼 수 있다.",,,"매콤명란 파스타, 라따뚜이 팟타이",0,월~토 11:00 ~ 22:00 (브레이크 타임 15:00 ~ 17:00),,,"<a href=""https://instagram.com/pm_recipe"" target=""_blank"" title=""새창 : 오후의 레시피"">https://instagram.com/pm_recipe</a>",매주 일요일,,,2025-10-03 08:30:08.637409000
APD22032310000678788,제이콥스 핏제리아,인천광역시 중구 우현로45번길 29,(신포동),37.471192399200,126.626439131800,,신포시장 안에 있는 정통 화덕피자 가게.  사장님이 직접 도우를 펴서 토핑을 얹고 화덕에 들어가는 모습을 모두 볼 수 있다.  매콤 달달한 국물떡볶이와 함께 먹으면 피자를 무한정 먹을 수 있다.,,,"마르게리따 피자, 리코타치즈 피자",0,11:40 - 21:00,,,,매주 월요일,"고르곤졸라, 바질리코, 페페로니, 왕새우 쉬림프피자, 토마토 볼로네제 파스타, 베이컨 크림파스타, 쉬림프 로제 파스타",,2025-10-03 08:30:08.637409000
APD22072310000756843,인천맥주,인천광역시 중구 해안동3가,인천 중구 신포로15번길 41 1층,37.471567281200,126.622208952000,,"홈브루잉부터 시작한 오너가 2018년 창업한 곳으로 2020년, 지역과 맥주에 더욱 집중하기 위하여 인천맥주로 리브랜딩했다. 인천에서만 판매되는 인천 로컬 라거 ''개항로'' 등 인천 고유의 색을 띈 상품들을 볼 수 있다. 인천 유일의 대표 수제맥주 양조장이다.",https://www.instagram.com/incheon_brewery/,,개항로 라거,0,13:00 ~ 21:00,,,,매주 월요일,개항로 라거,,2025-10-03 08:30:08.637409000
APD21112609144745757,풍천민물장어 이억집,인천광역시 계양구 장제로 1070,(박촌동),37.560811847300,126.744575851300,,인천 계양구의 장어구이 집으로 유명한 집이다.<br>장어 직판장인 데다 홀 서비스 없이 손님들이 직접 장어를 굽고 반찬 서비스를 하는 식으로 가격 경쟁력을 갖추었다. 숙성된 장어를 숯불구이로 구워 먹는다.<br>계양구 계양동 지점 외에도 풍천민물장어 이억집은 수도권 여러 지역에 가맹점을 갖춘 민물장어 대표 식당이다.,https://blog.naver.com/pungcheon2/,가능,국내산풍천민물장어구이,0,11:00 ~ 21:40<br>20:40 라스트오더,가능,있음(약 10대),전화,,장어,,2025-10-03 08:30:08.637409000
